SMILES,CASRN,RECORDID,MOLECULEID,NAME,ARTICLEID,PAGE,TABLE,AMES,Dataset,Cell strain,S9 metabolic bioactivation,COMMENTS,INCHI_KEY
OC1=CC=CC(\C=N\C2=C3C=CC=CC3=NS2)=C1,-,R281704,M132489,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,SRTUFACVYMPCPX-OQLLNIDSSA
CN(C)CCCN1C2=CC=CC=C2SC2=CC=C(Cl)C=C12,-,R281605,M14282,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,ZPEIMTDSQAKGNT-UHFFFAOYSA
COC(=O)C1=C(C)N=C(COC(N)=O)C(C1C1=CC=CC(Cl)=C1Cl)=C(O)OC(C)C,-,R281606,M132456,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,KDCQBIOHORLNCR-UHFFFAOYSA
CC1=C2C(C=CC3=C2C=CC=C3)=C(CBr)C2=C1C=CC=C2,-,R281607,M119939,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,IBWBDNBSIFGSLW-UHFFFAOYSA
C(=C/C1=CC(\C=C\C2=CC=CC=C2)=CC=C1)\C1=CC=CC=C1,-,R281608,M825,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,BJZZCHRYTNIBCS-YXLFCKQPSA
O=N(=O)C1=CC=C2C=CC3=C(C=CC=C3)C2=C1,-,R281609,M132457,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,CPRHWWUDRYJODK-UHFFFAOYSA
CC1=CC=CN2C1=NC1=C2N=CC(N)=C1C,-,R281610,M120859,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,GPPJRZSFNCYXMK-UHFFFAOYSA
FC1=CC=CC(F)=C1C(=O)NC(=O)NC1=CC(Cl)=C(OC2=NC=C(C=C2Cl)C(F)(F)F)C(Cl)=C1,-,R281611,M45215,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,UISUNVFOGSJSKD-UHFFFAOYSA
CCCCCCCCCCCCOC[C@H]1CO1,-,R281612,M121217,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,VMSIYTPWZLSMOH-HNNXBMFYSA
CC1C2C(=NC3=CC=CC=C23)N(C)C2=CC=CC=C12,-,R281613,M132458,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,JPTGNYFGIJEIFH-UHFFFAOYSA
CC1=CC2=C(C=CC=C2)C2=C1C1=C(C=CC=C1)C=C2,-,R281614,M3386,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,GOHBXWHNJHENRX-UHFFFAOYSA
OC1=C(Cl)C=C(Cl)C=C1S(=O)C1=CC(Cl)=CC(Cl)=C1O,-,R281615,M9926,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,RPAJWWXZIQJVJF-UHFFFAOYSA
CC(C)(C)C1=CC(=O)C=C(C1=O)C1=CC(=O)C=C(C1=O)C(C)(C)C,-,R281616,M120198,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,UONJIDASBODQID-UHFFFAOYSA
OC(=O)CC1=CC=CC=C1Cl,-,R281617,M71289,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,IUJAAIZKRJJZGQ-UHFFFAOYSA
CCC(CCC=C)C=O,-,R281618,M36715,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,OAKJUWNZHNRUNB-UHFFFAOYSA
NC1=C(Cl)C(=O)N(N=C1)C1=CC=CC=C1,-,R281619,M12715,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,WYKYKTKDBLFHCY-UHFFFAOYSA
COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(CC(O)(CC3OC3CC(N)C(O)C(C)O3)C(C)=O)C(O)=C1C2=O,-,R281620,M10646,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,STQGQHZAVUOBTE-UHFFFAOYSA
N1C2C1C1=CC=CC=C1C1=CC=CC=C21,-,R281621,M14847,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,INLXKCRNWNDSBY-UHFFFAOYSA
O1[C@@H]2[C@H]1C1=C3C2=CC2=C(C=CC=C2)C3=CC2=C1C=CC=C2,-,R281622,M120920,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,ZEISYMYYBJKRBM-VQTJNVASSA
COC1=CC=C2N=CC=C([C@@H](O)[C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)C2=C1,-,R281623,M6341,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,LOUPRKONTZGTKE-WZBLMQSHSA
CC(Br)C(=O)NCC1=CC=C(Cl)C=C1,-,R281624,M119346,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,QJYQFDRJNPQBEU-UHFFFAOYSA
NNC(=O)CNC1=CC=C2C=CC=CC2=C1,-,R281625,M132459,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,IFOZONXHXWJEQA-UHFFFAOYSA
O=N(=O)C1=CC2=C3C(C=CC4=C5C=CC=CC5=CC(C=C2)=C34)=C1,-,R281626,M132460,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,GYEJGVYFCBTODU-UHFFFAOYSA
CC1(CO1)C(=O)NC1=CC=CC=C1,-,R281627,M132461,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,RKQCFAJJJFAHAZ-UHFFFAOYSA
OC1=CC=NC(O)=N1,-,R281628,M4633,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,ISAKRJDGNUQOIC-UHFFFAOYSA
COC(=O)C1O\C(=N/O)C(Cl)=C1Cl,-,R281629,M132462,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,QOYKSMDIPJTTAP-UITAMQMPSA
CC1(C)CC(C(=O)NC(CO)C(O)CO)C(C)(C)[N+]1=O,-,R281630,M132463,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,QLPUVHPSKLOFRO-UHFFFAOYSA
NC1=NC=NC2=C1N=CN2CC(O)CN=[N]#N,-,R281631,M132464,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,IJZBHUWBMUCDEO-UHFFFAOYSA
OC(=O)COC1=CC=C(C=C1)N(CCCl)CCCl,-,R281632,M120289,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,IVWVTSYBZDGRSH-UHFFFAOYSA
OC(=O)C1=C(O)C(=O)C=CO1,-,R281633,M132465,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,XZUDOWCTKOXYCZ-UHFFFAOYSA
CC1=CC=CC(=C1N(=O)=O)N(=O)=O,-,R281634,M22256,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,DYSXLQBUUOPLBB-UHFFFAOYSA
CC(=O)OC1=CC=C2OC3(C)OOC3(C)C2=C1,-,R281635,M132466,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,OHYSXRQLTVCSOQ-UHFFFAOYSA
CCCCCN(CCCOC)C(=O)C(CCC(O)=O)NC(=O)C1=CC=C(Cl)C(Cl)=C1,-,R281636,M132467,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,QNQZBKQEIFTHFZ-UHFFFAOYSA
C=CC(=O)C1=CC=C2OCOC2=C1,-,R281637,M119910,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,LNOUMTOCQWMBOJ-UHFFFAOYSA
C[C@@]12CCC3=C(C=CO3)C1CC[C@@]13CC(CCC21)C(O)(CO)C3,-,R281638,M132468,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,DNJVYWXIDISQRD-IKIJQIQFSA
COC1=C2C=COC2=NC2=C1C(CC=C(C)C)=C1OCOC1=C2O,-,R281639,M120681,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,DVYGQAMJPXHFED-UHFFFAOYSA
O\N=C\C1=CC=NC=C1,-,R281640,M51303,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,OFYLBLSSPQTTHT-VMPITWQZSA
CC1\C=C(C=C)/C(=O)OC2CC[N+]3(C)CC=C(COC(=O)C1(C)OC(C)=O)C23O,-,R281641,M132469,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,NEHWGXHBNGZJNY-PTNGSMBKSA
CCCNCCC,-,R281642,M12204,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,WEHWNAOGRSTTBQ-UHFFFAOYSA
NC(CCC(=O)NC(CSC1=CC=C(C=C1N(=O)=O)N(=O)=O)C(=O)NCC(O)=O)C(O)=O,-,R281643,M132470,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,FXEUKVKGTKDDIQ-UHFFFAOYSA
CCN(CC)C1=CC2=[O+]C3=CC(=CC=C3N=C2C=C1)N(CC)CC,-,R281644,M84875,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,OELZFJUWWFRWLC-UHFFFAOYSA
COC1=CC=C(N(CCCl)CCCl)C2=C1OC(=C2)N(=O)=O,-,R281645,M132471,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,YVTVKGADNTVFRY-UHFFFAOYSA
CCCCCCCCON(OC(C)=O)C(=O)C1=CC=CC=C1,-,R281646,M14786,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,XTCHKQXPSSLHSM-UHFFFAOYSA
COC1=CC2=C(C3CCOC3O2)C2=C1C(=O)C1=C(O)C=CC=C1O2,-,R281647,M132472,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,RHGQIWVTIHZRLI-UHFFFAOYSA
NC1=CC=C(C=C1)C1=CC=C(N)C=C1,-,R281648,M3760,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,HFACYLZERDEVSX-UHFFFAOYSA
CC1=CC=C(C)O1,-,R281649,M22804,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,GSNUFIFRDBKVIE-UHFFFAOYSA
CCCCCN(CCCC)N=O,-,R281650,M33829,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,PGJREAGDCYDOOF-UHFFFAOYSA
CC1=CC=CN2C3=C(N=C12)C(C)=C(NO)C=N3,-,R281651,M120877,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,QUCUIVKGMYKGOG-UHFFFAOYSA
C[C@H]1CC2=C(Cl)C=C(C(=O)N[C@H](CC3=CC=CC=C3)C(O)=O)C(O)=C2C(=O)O1,-,R281652,M119830,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,RWQKHEORZBHNRI-ZUZCIYMTSA
N1C2C1C1=CSC=C1C1=CSC=C21,-,R281653,M14844,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,HMWOUGUOKHTEED-UHFFFAOYSA
ClC1=CC=C(CC[C@H]2CO2)C=C1,-,R281654,M120991,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,XGQOGVGIYGXEDR-JTQLQIEISA
CC1=C(\C=N\OCC2=CC=CC(=C2)N(=O)=O)C2=C(C=CC(=C2)N(=O)=O)N1CC1=CC=CC=C1,-,R281555,M132447,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,YMWBYSRPDYXSDP-AFUMVMLFSA
CNNC,-,R281556,M21465,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,DIIIISSCIXVANO-UHFFFAOYSA
CC1=CC2=C3C=CC=CC3=CC3=C2C2=C(C=CC=C12)C=C3,-,R281557,M120530,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,FLMPDOQIFWNZJZ-UHFFFAOYSA
C1CN2CCN1CC2,-,R281558,M19822,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,IMNIMPAHZVJRPE-UHFFFAOYSA
COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC=C(O)C(OC)=C2)=CC=C1O,-,R281559,M11618,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,VFLDPWHFBUODDF-FCXRPNKRSA
CC1=NC2=C(C=C(N)C=C2)N=C1C,-,R281560,M120747,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,QBZGAULXCVZXFL-UHFFFAOYSA
Cl[C@H]1C=C[C@@H]2[C@@H]1[C@@]1(Cl)C(Cl)=C(Cl)[C@]2(Cl)C1(Cl)Cl,-,R281561,M121175,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,FRCCEHPWNOQAEU-UVVTUAMRSA
O=C(\N=C1/SN(C(=O)C2=CC=CC(=C2)N(=O)=O)C2=CC=C(C=C12)N(=O)=O)C1=CC(=CC=C1)N(=O)=O,-,R281562,M132448,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,NJNOPWFKMLFGPF-XDOYNYLZSA
NC1=CC=C(N=NC2=CC=CC=C2)C(N)=C1,-,R281563,M20878,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,IWRVPXDHSLTIOC-UHFFFAOYSA
C[C@@H](O)CO,-,R281564,M110611,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,DNIAPMSPPWPWGF-GSVOUGTGSA
CCC(CCCC(O)=O)COC(=O)C1=CC=CC=C1C(O)=O,-,R281565,M132449,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,XFGRNAPKLGXDGF-UHFFFAOYSA
CC(=O)NC(CS\C(Cl)=C\Cl)C(O)=O,-,R281566,M132450,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,LPPJGTSPIBSYQO-QHHAFSJGSA
CC(C)COC(=O)C=C,-,R281567,M1316,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,CFVWNXQPGQOHRJ-UHFFFAOYSA
CCC1=CC=C(\C=C\C2=CC=C(C=C2)N(=O)=O)C=C1,-,R281568,M14929,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,ZTWJGWHOTYPIEH-BQYQJAHWSA
NC1=C(C=CC=C1N(=O)=O)N(=O)=O,-,R281569,M9094,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,QFUSCYRJMXLNRB-UHFFFAOYSA
CC(Cl)(Cl)C(O)=O,-,R281570,M17427,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,NDUPDOJHUQKPAG-UHFFFAOYSA
ClC(Cl)(Cl)SN1C(=O)C2=CC=CC=C2C1=O,-,R281571,M3880,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,HKIOYBQGHSTUDB-UHFFFAOYSA
CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,-,R281572,M14542,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,ZZVUWRFHKOJYTH-UHFFFAOYSA
C1C=CC2=C1C=CC1=C2C=CC2=C1C=CC=C2,-,R281573,M132451,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,WTBYIGJBYRZQDP-UHFFFAOYSA
CC(=O)OCC1=C2C=CC=CC2=CC2=C1C=CC=C2,-,R281574,M120266,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,BFEHYQIEGSRACK-UHFFFAOYSA
COCCOC(=O)C=C,-,R281575,M27858,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,HFCUBKYHMMPGBY-UHFFFAOYSA
CN(C)C1=CC=C(C=C1)N=NC1=CC=CC=C1CO,-,R281576,M120465,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,IMAVJBXAMPPGAO-UHFFFAOYSA
OCC=C,-,R281577,M13317,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,XXROGKLTLUQVRX-UHFFFAOYSA
OC1=CC(Cl)=C(Cl)C(Cl)=C1Cl,-,R281578,M10057,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,RULKYXXCCZZKDZ-UHFFFAOYSA
CC(=O)NC1=CC=C(C=C1)S(Cl)(=O)=O,-,R281579,M19096,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,GRDXCFKBQWDAJH-UHFFFAOYSA
CC1=C(N)C=CC(N=NC2=CC=CC=C2)=C1N,-,R281580,M120790,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,CAGBLWRDOQVQDD-UHFFFAOYSA
BrCCCCCBr,-,R281581,M18761,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,IBODDUNKEPPBKW-UHFFFAOYSA
CCN,-,R281582,M9452,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,QUSNBJAOOMFDIB-UHFFFAOYSA
OCCCl,-,R281583,M10767,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,SZIFAVKTNFCBPC-UHFFFAOYSA
CCCCCCCCCCCCO,-,R281584,M6406,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,LQZZUXJYWNFBMV-UHFFFAOYSA
O=C1C=CC2=CC=C3C(=O)C=CC4=CC=C1C2=C34,-,R281585,M70206,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,YFPSDOXLHBDCOR-UHFFFAOYSA
BrC1=C(Br)C(=O)OC1,-,R281586,M14928,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,UBAYSWXSWXORAN-UHFFFAOYSA
NC1=C(Cl)C=C(Cl)C=C1Cl,-,R281587,M7159,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,NATVSFWWYVJTAZ-UHFFFAOYSA
C1=CC2=C(C=C1)C1=C3C(C=CC4=C3C2=CC=C4)=CC2=CC=CC=C12,-,R281588,M5142,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,JNTHRSHGARDABO-UHFFFAOYSA
CC(C)CNCC(C)C,-,R281589,M18745,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,NJBCRXCAPCODGX-UHFFFAOYSA
COC1=CC=C2C(=O)C3=C(O)C(OC)=CC4=C3C(=NC=C4)C2=C1,-,R281590,M120812,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,BKPROUCYAMSITF-UHFFFAOYSA
NC1=NNC=N1,-,R281591,M5670,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,KLSJWNVTNUYHDU-UHFFFAOYSA
CCOC(=O)CNC(=O)C(C)Br,-,R281592,M132452,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,KGHDYULSVOTUPI-UHFFFAOYSA
NCCCS(=O)(=O)NC1=CC=C(NC2=C3C=CC(=CC3=NC3=C2C=C(C=C3)N=[N]#N)N=[N]#N)C=C1,-,R281593,M132453,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,ZCPCFLWBEJAHSZ-UHFFFAOYSA
ClCC1=CC(=CC(=C1)N(=O)=O)N(=O)=O,-,R281594,M101338,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,SMJODKZAFKWUJG-UHFFFAOYSA
C[C@@H](O)[C@H](NC(=O)[C@H](C)[C@H](O)[C@H](C)NC(=O)[C@@H](NC(=O)C1=NC(=NC(N)=C1C)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@H](O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@H]1O)C1=CNC=N1)C(=O)NCCC1=NC(=CS1)C1=NC(=CS1)C(=O)NCCCN[C@H](C)C1=CC=CC=C1,-,R281595,M120987,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,QIMGFXOHTOXMQP-PZAYPNTASA
CCCCOC(=O)C1=CC=CC=C1N,-,R281596,M32186,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,HUIYGGQINIVDNW-UHFFFAOYSA
CCC1=C2C=CC3=C(C=CC=C3)C2=C(C)C2=C1C=CC=C2,-,R281597,M120263,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,KGHAOMPXHGIHAL-UHFFFAOYSA
C1C2=CC=CC=C2C2=C3OC3=C3C=C4C=CC=CC4=C1C23,-,R281598,M132454,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,YYAVCPKLYXJPGJ-UHFFFAOYSA
CCCCCOC(=O)C=C,-,R281599,M72174,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,ULDDEWDFUNBUCM-UHFFFAOYSA
CC(C)OS(C)(=O)=O,-,R281600,M24013,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,SWWHCQCMVCPLEQ-UHFFFAOYSA
CC1=C2C(C=CC3=C2C=CC=C3)=CC2=C1C=CC=C2,-,R281601,M26830,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,ACYOLKMEHHTLAB-UHFFFAOYSA
O=C1C2=CC=C3C=CC=CC3=C2C2=C1C=CC1=C2C=CC=C1,-,R281602,M120804,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,HUYGPVIUBANDBQ-UHFFFAOYSA
OS(=O)(=O)CNC1=CC=C(C=C1)N=NC1=CC=CN=C1,-,R281603,M132455,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,XSBCASMUALYBGC-UHFFFAOYSA
CC1=CC2=NC3=C(C=C(N)C(C)=C3)[N+](C3=CC=CC=C3)=C2C=C1N,-,R281604,M120541,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,WULISCVZERSMML-UHFFFAOYSA
CC[C@@]1(O)C[C@H](O[C@H]2C[C@@H]([C@H](O[C@H]3C[C@H](O)[C@H](O[C@@H]4O[C@@H](C)C(O)=CC4=N)[C@H](C)O3)[C@H](C)O2)N(C)C)C2=C(O)C3=C(C=C2[C@H]1C(=O)OC)C(=O)C1=C(O)C=CC(O)=C1C3=O,-,R281505,M120707,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,SWNAYKBHJGQFKR-WUZCFZOISA
CC(C)(C)CNC(=O)\C=C\C1=CC=C(O1)N(=O)=O,-,R281506,M55056,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,INTOXSDNRJZLRV-GQCTYLIASA
CC1=CC=CC2=C1C=CC=C2,-,R281507,M9336,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,QPUYECUOLPXSFR-UHFFFAOYSA
CCOC(=O)C(N)CS,-,R281508,M132435,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,YVKSGVDJQXLXDV-UHFFFAOYSA
O1C=C[C@H]2[C@@H]1OC1=CC=CC=C21,-,R281509,M132436,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,TVFYAQBFGOGUPY-SCZZXKLOSA
ClC1=CC=C(C=C1)C(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl,-,R281510,M13845,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,YVGGHNCTFXOJCH-UHFFFAOYSA
CS(=O)(=O)NC1=CC=C(NC2=C3C=CC=CC3=NC3=C2C=CC=C3)C=C1,-,R281511,M120586,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,QDTNJAYLSJACEQ-UHFFFAOYSA
NC(N)=S,-,R281512,M11190,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,UMGDCJDMYOKAJW-UHFFFAOYSA
NC1=CC=C(Cl)C=C1N,-,R281513,M18152,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,BXIXXXYDDJVHDL-UHFFFAOYSA
COC1=CC=C2C(C=C3N(C)CCC4=CC5=C(OCO5)C2=C34)=C1OC,-,R281514,M120756,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,HCKFFNXOLCSPAI-UHFFFAOYSA
OCCOC1=CC(O)=C2C(=O)C(O)=C(OC2=C1)C1=CC=C(OCCO)C(OCCO)=C1,-,R281515,M132437,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,BYPUSJHQPRFYGB-UHFFFAOYSA
O=NC1=CC=C(C=C1)C1=CC=CC=C1,-,R281516,M120015,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,LLRWRZXFCFYZCL-UHFFFAOYSA
C=CCN(CC=C)CC=C,-,R281517,M18424,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,VPYJNCGUESNPMV-UHFFFAOYSA
ClC(Cl)C(Cl)=O,-,R281518,M17560,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,FBCCMZVIWNDFMO-UHFFFAOYSA
COC1=CC=C2OC3=CC(OC)=CC(OC)=C3C(=O)C2=C1,-,R281519,M120477,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,WEMBDZBXWPOBGL-UHFFFAOYSA
CC(=O)C1=CC=CC=N1,-,R281520,M204,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,AJKVQEKCUACUMD-UHFFFAOYSA
CC(=O)ON(OCC1=CC=C(C=C1)N(=O)=O)C(=O)C1=CC=CC=C1,-,R281521,M14791,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,BIPFSLROIPYVDR-UHFFFAOYSA
NC1=CC(N)=C(C=C1N=NC1=CC=C(C=C1)S(N)(=O)=O)N=NC1=CC=C(C=C1)S(N)(=O)=O,-,R281522,M32259,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,YRTOSLMOOGTQOI-UHFFFAOYSA
COC(=O)C(C)CN=[N]#N,-,R281523,M132438,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,AWKLAGQCWMZXOZ-UHFFFAOYSA
C1O[C@@H]1C1=CC2=C(C=CC3=C2C=CC=C3)C2=C1C=CC=C2,-,R281524,M119867,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,IXNJEDIJJZHXAI-FQEVSTJZSA
O=NN1CCCCC1,-,R281525,M11430,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,UWSDONTXWQOZFN-UHFFFAOYSA
CSCCC(=O)N1C(CSC1C1=CC=CC=C1O)C(O)=O,-,R281526,M132439,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,GCVCOKIMPXJYFY-UHFFFAOYSA
ClCCN(CCCl)C1=CC2=C(C=C1)C1=C(OC(=C1)N(=O)=O)C=C2,-,R281527,M132440,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,BEYPOADXXCEGDU-UHFFFAOYSA
OC1OC(CN=[N]#N)C(O)C(O)C1O,-,R281528,M132441,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,CMLRUUHRGSJVMD-UHFFFAOYSA
FC(F)OC(Cl)C(F)(F)F,-,R281529,M8598,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,PIWKPBJCKXDKJR-UHFFFAOYSA
NC1=CC=C(C=C1)S(O)(=O)=O,-,R281530,M19094,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,HVBSAKJJOYLTQU-UHFFFAOYSA
ClC1=CC=C(C=C1)S(=O)(=O)N1N=CC(Cl)=C(Cl)C1=O,-,R281531,M132442,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,WQWFRUBZAGGLAR-UHFFFAOYSA
CCCCCCCCCC1=CC=C(O)C=C1,-,R281532,M4384,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,IGFHQQFPSIBGKE-UHFFFAOYSA
COC1=CC2=C(CN(CC2)N=O)C=C1OC,-,R281533,M132443,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,PEXKPYCOASDMIJ-UHFFFAOYSA
C\C=C\C(=O)OC1CC2OC3C=C(C)C(=O)CC3(C)C1(C)C21CO1,-,R281534,M52482,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,LJWZOKOFCBPNAG-AATRIKPKSA
CC(=O)C1=C(C(=C(O1)N(=O)=O)C1=CC=CC=C1)C1=CC=CC=C1,-,R281535,M124761,-,A18726,-,-,active,Test,S. typhimurium,unspecified,-,DJUQPRHVVNQSIS-UHFFFAOYSA
CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(C5CCC34C)C(O)=O)C2C1)C(O)=O,-,R281536,M132444,-,A18726,-,-,inactive,Test,S. typhimurium,unspecified,-,IDGXIXSKISLYAC-UHFFFAOYSA
